state,date,type,median,lower_90,upper_90,lower_50,upper_50
Nebraska,2020-07-02,estimate,1.06,1.01,1.14,1.04,1.08
Nebraska,2020-07-03,estimate,1.07,1.01,1.14,1.04,1.08
Nebraska,2020-07-04,estimate,1.07,1.02,1.15,1.04,1.09
Nebraska,2020-07-05,estimate,1.08,1.02,1.15,1.04,1.09
Nebraska,2020-07-06,estimate,1.08,1.02,1.16,1.04,1.09
Nebraska,2020-07-07,estimate,1.08,1.02,1.16,1.05,1.09
Nebraska,2020-07-08,estimate,1.08,1.03,1.17,1.04,1.09
Nebraska,2020-07-09,estimate,1.08,1.03,1.17,1.04,1.09
Nebraska,2020-07-10,estimate,1.08,1.03,1.17,1.04,1.09
Nebraska,2020-07-11,estimate,1.08,1.02,1.17,1.04,1.09
Nebraska,2020-07-12,estimate,1.08,1.02,1.16,1.04,1.09
Nebraska,2020-07-13,estimate,1.08,1.02,1.16,1.04,1.09
Nebraska,2020-07-14,estimate,1.07,1.02,1.16,1.04,1.09
Nebraska,2020-07-15,estimate,1.07,1.01,1.15,1.03,1.08
Nebraska,2020-07-16,estimate,1.07,1.01,1.14,1.03,1.08
Nebraska,2020-07-17,estimate,1.06,1.01,1.14,1.03,1.08
Nebraska,2020-07-18,estimate,1.05,1,1.13,1.03,1.07
Nebraska,2020-07-19,estimate,1.05,1,1.12,1.03,1.07
Nebraska,2020-07-20,estimate,1.04,1,1.11,1.02,1.06
Nebraska,2020-07-21,estimate,1.04,0.99,1.1,1.02,1.06
Nebraska,2020-07-22,estimate,1.03,0.98,1.1,1.01,1.05
Nebraska,2020-07-23,estimate,1.03,0.97,1.08,1.01,1.05
Nebraska,2020-07-24,estimate,1.02,0.97,1.08,1.01,1.05
Nebraska,2020-07-25,estimate,1.02,0.95,1.07,1,1.04
Nebraska,2020-07-26,estimate,1.01,0.94,1.06,0.99,1.03
Nebraska,2020-07-27,estimate,1.01,0.94,1.06,0.99,1.03
Nebraska,2020-07-28,estimate,1,0.93,1.05,0.98,1.03
Nebraska,2020-07-29,estimate,1,0.93,1.05,0.98,1.02
Nebraska,2020-07-30,estimate,0.99,0.92,1.04,0.97,1.02
Nebraska,2020-07-31,estimate,0.99,0.91,1.04,0.97,1.02
Nebraska,2020-08-01,estimate,0.98,0.91,1.04,0.96,1.01
Nebraska,2020-08-02,estimate,0.98,0.91,1.04,0.96,1.01
Nebraska,2020-08-03,estimate,0.98,0.9,1.03,0.96,1.01
Nebraska,2020-08-04,estimate,0.97,0.9,1.04,0.96,1.02
Nebraska,2020-08-05,estimate,0.97,0.89,1.03,0.95,1
Nebraska,2020-08-06,estimate,0.97,0.9,1.04,0.95,1
Nebraska,2020-08-07,estimate,0.97,0.89,1.03,0.95,1
Nebraska,2020-08-08,estimate,0.97,0.9,1.04,0.95,1
Nebraska,2020-08-09,estimate,0.97,0.9,1.04,0.95,1
Nebraska,2020-08-10,estimate,0.97,0.9,1.03,0.96,1.01
Nebraska,2020-08-11,estimate,0.97,0.91,1.04,0.96,1.01
Nebraska,2020-08-12,estimate,0.98,0.91,1.04,0.96,1.01
Nebraska,2020-08-13,estimate,0.98,0.91,1.04,0.96,1.01
Nebraska,2020-08-14,estimate,0.99,0.91,1.05,0.97,1.02
Nebraska,2020-08-15,estimate,0.99,0.91,1.06,0.97,1.02
Nebraska,2020-08-16,estimate based on partial data,0.99,0.91,1.06,0.96,1.02
Nebraska,2020-08-17,estimate based on partial data,1,0.9,1.08,0.96,1.02
Nebraska,2020-08-18,estimate based on partial data,1,0.91,1.1,0.97,1.03
Nebraska,2020-08-19,estimate based on partial data,1,0.91,1.12,0.96,1.04
Nebraska,2020-08-20,estimate based on partial data,1.01,0.91,1.14,0.96,1.04
Nebraska,2020-08-21,estimate based on partial data,1.01,0.89,1.16,0.96,1.04
Nebraska,2020-08-22,estimate based on partial data,1.01,0.88,1.18,0.95,1.04
Nebraska,2020-08-23,estimate based on partial data,1.01,0.88,1.2,0.95,1.05
Nebraska,2020-08-24,estimate based on partial data,1.01,0.87,1.22,0.95,1.05
Nebraska,2020-08-25,estimate based on partial data,1.01,0.86,1.24,0.95,1.05
Nebraska,2020-08-26,estimate based on partial data,1.01,0.85,1.25,0.95,1.06
Nebraska,2020-08-27,estimate based on partial data,1.01,0.84,1.27,0.94,1.05
Nebraska,2020-08-28,estimate based on partial data,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-08-29,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-08-30,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-08-31,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-01,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-02,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-03,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-04,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-05,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-06,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-07,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-08,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-09,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-10,forecast,1.01,0.82,1.28,0.93,1.05
Nebraska,2020-09-11,forecast,1.01,0.82,1.28,0.93,1.05
Nevada,2020-06-19,estimate,1.25,1.18,1.32,1.23,1.28
Nevada,2020-06-20,estimate,1.24,1.18,1.31,1.21,1.26
Nevada,2020-06-21,estimate,1.23,1.16,1.29,1.2,1.25
Nevada,2020-06-22,estimate,1.22,1.15,1.28,1.19,1.24
Nevada,2020-06-23,estimate,1.2,1.14,1.27,1.18,1.23
Nevada,2020-06-24,estimate,1.19,1.13,1.25,1.17,1.21
Nevada,2020-06-25,estimate,1.18,1.12,1.24,1.16,1.21
Nevada,2020-06-26,estimate,1.17,1.11,1.24,1.15,1.2
Nevada,2020-06-27,estimate,1.16,1.1,1.22,1.13,1.18
Nevada,2020-06-28,estimate,1.15,1.09,1.21,1.12,1.17
Nevada,2020-06-29,estimate,1.14,1.08,1.2,1.12,1.17
Nevada,2020-06-30,estimate,1.13,1.07,1.19,1.11,1.16
Nevada,2020-07-01,estimate,1.12,1.07,1.19,1.09,1.14
Nevada,2020-07-02,estimate,1.12,1.05,1.17,1.09,1.14
Nevada,2020-07-03,estimate,1.11,1.05,1.16,1.08,1.13
Nevada,2020-07-04,estimate,1.1,1.04,1.16,1.08,1.12
Nevada,2020-07-05,estimate,1.09,1.04,1.15,1.07,1.11
Nevada,2020-07-06,estimate,1.09,1.04,1.15,1.06,1.11
Nevada,2020-07-07,estimate,1.08,1.03,1.14,1.06,1.1
Nevada,2020-07-08,estimate,1.08,1.02,1.13,1.05,1.1
Nevada,2020-07-09,estimate,1.07,1.01,1.13,1.05,1.09
Nevada,2020-07-10,estimate,1.06,1.01,1.12,1.04,1.08
Nevada,2020-07-11,estimate,1.06,1,1.12,1.03,1.08
Nevada,2020-07-12,estimate,1.05,0.99,1.11,1.03,1.07
Nevada,2020-07-13,estimate,1.04,0.98,1.1,1.01,1.06
Nevada,2020-07-14,estimate,1.03,0.97,1.09,1.01,1.06
Nevada,2020-07-15,estimate,1.02,0.96,1.08,1,1.04
Nevada,2020-07-16,estimate,1.01,0.96,1.08,0.99,1.04
Nevada,2020-07-17,estimate,1,0.95,1.07,0.98,1.03
Nevada,2020-07-18,estimate,1,0.93,1.05,0.97,1.02
Nevada,2020-07-19,estimate,0.98,0.93,1.04,0.96,1
Nevada,2020-07-20,estimate,0.98,0.92,1.03,0.95,1
Nevada,2020-07-21,estimate,0.97,0.91,1.02,0.94,0.99
Nevada,2020-07-22,estimate,0.96,0.9,1.01,0.94,0.98
Nevada,2020-07-23,estimate,0.95,0.89,1,0.92,0.97
Nevada,2020-07-24,estimate,0.94,0.88,0.99,0.92,0.96
Nevada,2020-07-25,estimate,0.93,0.87,0.99,0.91,0.95
Nevada,2020-07-26,estimate,0.92,0.86,0.98,0.9,0.95
Nevada,2020-07-27,estimate,0.92,0.85,0.97,0.9,0.94
Nevada,2020-07-28,estimate,0.91,0.85,0.97,0.89,0.93
Nevada,2020-07-29,estimate,0.9,0.85,0.96,0.88,0.92
Nevada,2020-07-30,estimate,0.9,0.84,0.96,0.88,0.92
Nevada,2020-07-31,estimate,0.89,0.84,0.95,0.88,0.92
Nevada,2020-08-01,estimate,0.89,0.84,0.95,0.87,0.92
Nevada,2020-08-02,estimate,0.89,0.83,0.94,0.87,0.91
Nevada,2020-08-03,estimate,0.89,0.83,0.94,0.87,0.91
Nevada,2020-08-04,estimate,0.89,0.83,0.94,0.87,0.91
Nevada,2020-08-05,estimate,0.88,0.83,0.94,0.86,0.91
Nevada,2020-08-06,estimate,0.88,0.83,0.94,0.86,0.91
Nevada,2020-08-07,estimate,0.88,0.83,0.94,0.86,0.9
Nevada,2020-08-08,estimate,0.88,0.83,0.94,0.86,0.9
Nevada,2020-08-09,estimate,0.88,0.83,0.94,0.86,0.91
Nevada,2020-08-10,estimate,0.88,0.82,0.95,0.86,0.91
Nevada,2020-08-11,estimate,0.88,0.82,0.95,0.86,0.91
Nevada,2020-08-12,estimate,0.88,0.81,0.94,0.85,0.9
Nevada,2020-08-13,estimate,0.88,0.82,0.95,0.85,0.91
Nevada,2020-08-14,estimate,0.88,0.81,0.95,0.85,0.9
Nevada,2020-08-15,estimate,0.88,0.8,0.95,0.85,0.91
Nevada,2020-08-16,estimate based on partial data,0.88,0.8,0.96,0.85,0.91
Nevada,2020-08-17,estimate based on partial data,0.88,0.8,0.97,0.84,0.91
Nevada,2020-08-18,estimate based on partial data,0.88,0.78,0.96,0.83,0.91
Nevada,2020-08-19,estimate based on partial data,0.88,0.77,0.97,0.83,0.91
Nevada,2020-08-20,estimate based on partial data,0.88,0.78,0.99,0.83,0.91
Nevada,2020-08-21,estimate based on partial data,0.88,0.76,0.99,0.83,0.92
Nevada,2020-08-22,estimate based on partial data,0.88,0.75,1,0.82,0.92
Nevada,2020-08-23,estimate based on partial data,0.88,0.73,0.99,0.83,0.93
Nevada,2020-08-24,estimate based on partial data,0.88,0.73,1.02,0.82,0.93
Nevada,2020-08-25,estimate based on partial data,0.87,0.72,1.02,0.82,0.94
Nevada,2020-08-26,estimate based on partial data,0.87,0.71,1.03,0.81,0.94
Nevada,2020-08-27,estimate based on partial data,0.87,0.7,1.05,0.82,0.95
Nevada,2020-08-28,estimate based on partial data,0.87,0.7,1.07,0.81,0.95
Nevada,2020-08-29,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-08-30,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-08-31,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-01,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-02,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-03,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-04,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-05,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-06,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-07,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-08,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-09,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-10,forecast,0.87,0.7,1.07,0.81,0.95
Nevada,2020-09-11,forecast,0.87,0.7,1.07,0.81,0.95
New Hampshire,2020-06-19,estimate,0.99,0.89,1.03,0.98,1.01
New Hampshire,2020-06-20,estimate,0.99,0.88,1.04,0.98,1.01
New Hampshire,2020-06-21,estimate,0.98,0.87,1.03,0.98,1.01
New Hampshire,2020-06-22,estimate,0.98,0.87,1.03,0.98,1.01
New Hampshire,2020-06-23,estimate,0.98,0.87,1.03,0.97,1.01
New Hampshire,2020-06-24,estimate,0.98,0.87,1.03,0.97,1
New Hampshire,2020-06-25,estimate,0.98,0.87,1.03,0.97,1
New Hampshire,2020-06-26,estimate,0.98,0.88,1.03,0.97,1
New Hampshire,2020-06-27,estimate,0.98,0.88,1.03,0.97,1
New Hampshire,2020-06-28,estimate,0.99,0.89,1.03,0.97,1
New Hampshire,2020-06-29,estimate,0.99,0.9,1.03,0.97,1
New Hampshire,2020-06-30,estimate,0.99,0.91,1.04,0.98,1.01
New Hampshire,2020-07-01,estimate,0.99,0.92,1.04,0.98,1.01
New Hampshire,2020-07-02,estimate,0.99,0.94,1.05,0.98,1
New Hampshire,2020-07-03,estimate,0.99,0.94,1.06,0.98,1
New Hampshire,2020-07-04,estimate,0.99,0.94,1.06,0.98,1.01
New Hampshire,2020-07-05,estimate,1,0.94,1.07,0.98,1.01
New Hampshire,2020-07-06,estimate,1,0.94,1.08,0.98,1.01
New Hampshire,2020-07-07,estimate,1,0.94,1.08,0.98,1.01
New Hampshire,2020-07-08,estimate,1,0.94,1.09,0.98,1.01
New Hampshire,2020-07-09,estimate,1,0.95,1.1,0.98,1.01
New Hampshire,2020-07-10,estimate,1,0.95,1.11,0.98,1.01
New Hampshire,2020-07-11,estimate,1,0.95,1.11,0.98,1.01
New Hampshire,2020-07-12,estimate,1,0.95,1.11,0.98,1.01
New Hampshire,2020-07-13,estimate,1,0.95,1.12,0.98,1.01
New Hampshire,2020-07-14,estimate,1,0.95,1.11,0.98,1.01
New Hampshire,2020-07-15,estimate,1,0.95,1.11,0.98,1.01
New Hampshire,2020-07-16,estimate,1,0.95,1.1,0.98,1.01
New Hampshire,2020-07-17,estimate,1,0.96,1.1,0.98,1.02
New Hampshire,2020-07-18,estimate,1,0.95,1.09,0.97,1.01
New Hampshire,2020-07-19,estimate,1,0.95,1.08,0.97,1.01
New Hampshire,2020-07-20,estimate,0.99,0.94,1.07,0.97,1.01
New Hampshire,2020-07-21,estimate,0.99,0.93,1.06,0.97,1
New Hampshire,2020-07-22,estimate,0.99,0.93,1.06,0.97,1
New Hampshire,2020-07-23,estimate,0.99,0.93,1.05,0.97,1
New Hampshire,2020-07-24,estimate,0.99,0.92,1.04,0.97,1
New Hampshire,2020-07-25,estimate,0.98,0.92,1.04,0.97,1
New Hampshire,2020-07-26,estimate,0.98,0.91,1.03,0.97,1
New Hampshire,2020-07-27,estimate,0.98,0.91,1.03,0.97,1
New Hampshire,2020-07-28,estimate,0.98,0.9,1.02,0.96,1
New Hampshire,2020-07-29,estimate,0.97,0.89,1.02,0.96,1
New Hampshire,2020-07-30,estimate,0.97,0.89,1.02,0.96,1
New Hampshire,2020-07-31,estimate,0.97,0.88,1.02,0.96,1
New Hampshire,2020-08-01,estimate,0.97,0.88,1.02,0.96,1
New Hampshire,2020-08-02,estimate,0.96,0.88,1.02,0.95,1
New Hampshire,2020-08-03,estimate,0.96,0.88,1.02,0.96,1
New Hampshire,2020-08-04,estimate,0.96,0.87,1.01,0.95,1
New Hampshire,2020-08-05,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-06,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-07,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-08,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-09,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-10,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-11,estimate,0.96,0.87,1.02,0.95,1
New Hampshire,2020-08-12,estimate,0.96,0.86,1.02,0.95,1
New Hampshire,2020-08-13,estimate,0.97,0.86,1.02,0.95,1
New Hampshire,2020-08-14,estimate,0.97,0.87,1.04,0.95,1.01
New Hampshire,2020-08-15,estimate,0.97,0.86,1.04,0.95,1
New Hampshire,2020-08-16,estimate based on partial data,0.97,0.86,1.04,0.95,1.01
New Hampshire,2020-08-17,estimate based on partial data,0.97,0.85,1.05,0.94,1
New Hampshire,2020-08-18,estimate based on partial data,0.97,0.85,1.06,0.94,1
New Hampshire,2020-08-19,estimate based on partial data,0.98,0.86,1.09,0.94,1
New Hampshire,2020-08-20,estimate based on partial data,0.98,0.86,1.1,0.94,1
New Hampshire,2020-08-21,estimate based on partial data,0.98,0.85,1.1,0.94,1.01
New Hampshire,2020-08-22,estimate based on partial data,0.98,0.83,1.11,0.94,1.01
New Hampshire,2020-08-23,estimate based on partial data,0.98,0.85,1.14,0.94,1.02
New Hampshire,2020-08-24,estimate based on partial data,0.98,0.82,1.14,0.94,1.01
New Hampshire,2020-08-25,estimate based on partial data,0.98,0.82,1.14,0.94,1.01
New Hampshire,2020-08-26,estimate based on partial data,0.98,0.82,1.15,0.93,1.01
New Hampshire,2020-08-27,estimate based on partial data,0.98,0.81,1.16,0.94,1.02
New Hampshire,2020-08-28,estimate based on partial data,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-08-29,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-08-30,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-08-31,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-01,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-02,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-03,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-04,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-05,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-06,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-07,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-08,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-09,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-10,forecast,0.98,0.78,1.16,0.94,1.02
New Hampshire,2020-09-11,forecast,0.98,0.78,1.16,0.94,1.02
New Jersey,2020-06-19,estimate,1.02,0.91,1.1,1,1.05
New Jersey,2020-06-20,estimate,1.01,0.89,1.09,1,1.05
New Jersey,2020-06-21,estimate,1,0.88,1.07,0.99,1.05
New Jersey,2020-06-22,estimate,0.99,0.87,1.07,0.98,1.05
New Jersey,2020-06-23,estimate,0.99,0.86,1.07,0.97,1.04
New Jersey,2020-06-24,estimate,0.98,0.85,1.06,0.96,1.03
New Jersey,2020-06-25,estimate,0.97,0.84,1.05,0.95,1.03
New Jersey,2020-06-26,estimate,0.96,0.84,1.06,0.95,1.04
New Jersey,2020-06-27,estimate,0.96,0.83,1.06,0.95,1.04
New Jersey,2020-06-28,estimate,0.96,0.83,1.05,0.94,1.03
New Jersey,2020-06-29,estimate,0.96,0.83,1.05,0.94,1.03
New Jersey,2020-06-30,estimate,0.96,0.83,1.05,0.94,1.03
New Jersey,2020-07-01,estimate,0.96,0.83,1.05,0.94,1.03
New Jersey,2020-07-02,estimate,0.96,0.83,1.04,0.94,1.03
New Jersey,2020-07-03,estimate,0.97,0.84,1.04,0.95,1.03
New Jersey,2020-07-04,estimate,0.97,0.85,1.05,0.95,1.03
New Jersey,2020-07-05,estimate,0.98,0.86,1.05,0.96,1.03
New Jersey,2020-07-06,estimate,0.98,0.87,1.06,0.96,1.02
New Jersey,2020-07-07,estimate,0.99,0.88,1.06,0.96,1.02
New Jersey,2020-07-08,estimate,0.99,0.89,1.07,0.96,1.03
New Jersey,2020-07-09,estimate,1,0.9,1.08,0.97,1.03
New Jersey,2020-07-10,estimate,1,0.92,1.1,0.97,1.03
New Jersey,2020-07-11,estimate,1.01,0.92,1.1,0.97,1.03
New Jersey,2020-07-12,estimate,1.01,0.94,1.13,0.98,1.03
New Jersey,2020-07-13,estimate,1.02,0.94,1.13,0.98,1.04
New Jersey,2020-07-14,estimate,1.02,0.95,1.16,0.98,1.05
New Jersey,2020-07-15,estimate,1.03,0.96,1.17,0.98,1.05
New Jersey,2020-07-16,estimate,1.03,0.94,1.16,0.98,1.05
New Jersey,2020-07-17,estimate,1.03,0.94,1.17,0.98,1.06
New Jersey,2020-07-18,estimate,1.04,0.95,1.18,0.98,1.06
New Jersey,2020-07-19,estimate,1.04,0.95,1.19,0.98,1.06
New Jersey,2020-07-20,estimate,1.04,0.94,1.18,0.98,1.06
New Jersey,2020-07-21,estimate,1.04,0.95,1.18,0.98,1.05
New Jersey,2020-07-22,estimate,1.03,0.95,1.19,0.97,1.05
New Jersey,2020-07-23,estimate,1.03,0.93,1.17,0.97,1.05
New Jersey,2020-07-24,estimate,1.03,0.94,1.17,0.98,1.05
New Jersey,2020-07-25,estimate,1.02,0.94,1.16,0.97,1.04
New Jersey,2020-07-26,estimate,1.02,0.94,1.15,0.97,1.04
New Jersey,2020-07-27,estimate,1.01,0.92,1.13,0.96,1.03
New Jersey,2020-07-28,estimate,1.01,0.92,1.12,0.96,1.03
New Jersey,2020-07-29,estimate,1,0.91,1.11,0.96,1.03
New Jersey,2020-07-30,estimate,1,0.9,1.09,0.96,1.03
New Jersey,2020-07-31,estimate,0.99,0.89,1.07,0.97,1.03
New Jersey,2020-08-01,estimate,0.99,0.88,1.07,0.96,1.02
New Jersey,2020-08-02,estimate,0.98,0.88,1.08,0.96,1.02
New Jersey,2020-08-03,estimate,0.97,0.88,1.07,0.94,1.01
New Jersey,2020-08-04,estimate,0.97,0.87,1.06,0.94,1.01
New Jersey,2020-08-05,estimate,0.96,0.85,1.05,0.95,1.02
New Jersey,2020-08-06,estimate,0.96,0.84,1.05,0.93,1
New Jersey,2020-08-07,estimate,0.96,0.83,1.04,0.92,1
New Jersey,2020-08-08,estimate,0.95,0.83,1.05,0.93,1.02
New Jersey,2020-08-09,estimate,0.95,0.82,1.04,0.93,1.02
New Jersey,2020-08-10,estimate,0.95,0.82,1.04,0.92,1.01
New Jersey,2020-08-11,estimate,0.94,0.81,1.04,0.92,1.01
New Jersey,2020-08-12,estimate,0.94,0.81,1.05,0.91,1
New Jersey,2020-08-13,estimate,0.94,0.81,1.05,0.91,1.01
New Jersey,2020-08-14,estimate,0.94,0.82,1.05,0.91,1.01
New Jersey,2020-08-15,estimate,0.94,0.8,1.05,0.91,1.01
New Jersey,2020-08-16,estimate based on partial data,0.94,0.79,1.06,0.92,1.03
New Jersey,2020-08-17,estimate based on partial data,0.94,0.77,1.06,0.91,1.02
New Jersey,2020-08-18,estimate based on partial data,0.94,0.77,1.08,0.9,1.01
New Jersey,2020-08-19,estimate based on partial data,0.94,0.75,1.09,0.89,1.01
New Jersey,2020-08-20,estimate based on partial data,0.95,0.74,1.1,0.89,1.02
New Jersey,2020-08-21,estimate based on partial data,0.95,0.74,1.13,0.9,1.03
New Jersey,2020-08-22,estimate based on partial data,0.95,0.72,1.14,0.89,1.03
New Jersey,2020-08-23,estimate based on partial data,0.95,0.71,1.15,0.89,1.03
New Jersey,2020-08-24,estimate based on partial data,0.95,0.7,1.17,0.88,1.03
New Jersey,2020-08-25,estimate based on partial data,0.95,0.67,1.18,0.88,1.03
New Jersey,2020-08-26,estimate based on partial data,0.95,0.65,1.18,0.87,1.03
New Jersey,2020-08-27,estimate based on partial data,0.95,0.65,1.2,0.87,1.04
New Jersey,2020-08-28,estimate based on partial data,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-08-29,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-08-30,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-08-31,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-01,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-02,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-03,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-04,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-05,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-06,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-07,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-08,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-09,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-10,forecast,0.95,0.63,1.21,0.87,1.04
New Jersey,2020-09-11,forecast,0.95,0.63,1.21,0.87,1.04
New Mexico,2020-06-19,estimate,1.15,1.07,1.21,1.12,1.18
New Mexico,2020-06-20,estimate,1.14,1.07,1.21,1.11,1.17
New Mexico,2020-06-21,estimate,1.14,1.07,1.21,1.11,1.17
New Mexico,2020-06-22,estimate,1.14,1.06,1.2,1.11,1.17
New Mexico,2020-06-23,estimate,1.13,1.06,1.2,1.1,1.16
New Mexico,2020-06-24,estimate,1.13,1.06,1.2,1.09,1.15
New Mexico,2020-06-25,estimate,1.12,1.06,1.19,1.1,1.15
New Mexico,2020-06-26,estimate,1.12,1.06,1.19,1.1,1.15
New Mexico,2020-06-27,estimate,1.12,1.05,1.19,1.09,1.15
New Mexico,2020-06-28,estimate,1.11,1.04,1.18,1.09,1.14
New Mexico,2020-06-29,estimate,1.11,1.04,1.18,1.08,1.14
New Mexico,2020-06-30,estimate,1.11,1.04,1.18,1.07,1.13
New Mexico,2020-07-01,estimate,1.1,1.03,1.17,1.07,1.12
New Mexico,2020-07-02,estimate,1.1,1.02,1.17,1.06,1.12
New Mexico,2020-07-03,estimate,1.09,1.02,1.17,1.07,1.12
New Mexico,2020-07-04,estimate,1.09,1.02,1.16,1.05,1.11
New Mexico,2020-07-05,estimate,1.08,1.02,1.15,1.05,1.11
New Mexico,2020-07-06,estimate,1.07,1,1.14,1.04,1.1
New Mexico,2020-07-07,estimate,1.07,1,1.14,1.04,1.09
New Mexico,2020-07-08,estimate,1.06,0.99,1.13,1.03,1.08
New Mexico,2020-07-09,estimate,1.05,0.98,1.13,1.02,1.07
New Mexico,2020-07-10,estimate,1.04,0.97,1.11,1.01,1.06
New Mexico,2020-07-11,estimate,1.03,0.96,1.11,1,1.06
New Mexico,2020-07-12,estimate,1.02,0.96,1.1,0.99,1.05
New Mexico,2020-07-13,estimate,1.01,0.95,1.09,0.98,1.03
New Mexico,2020-07-14,estimate,1,0.94,1.07,0.98,1.03
New Mexico,2020-07-15,estimate,0.99,0.93,1.06,0.96,1.01
New Mexico,2020-07-16,estimate,0.98,0.92,1.05,0.95,1
New Mexico,2020-07-17,estimate,0.97,0.9,1.04,0.94,0.99
New Mexico,2020-07-18,estimate,0.96,0.9,1.03,0.94,0.99
New Mexico,2020-07-19,estimate,0.95,0.88,1.02,0.93,0.98
New Mexico,2020-07-20,estimate,0.94,0.87,1,0.92,0.97
New Mexico,2020-07-21,estimate,0.93,0.86,0.99,0.91,0.96
New Mexico,2020-07-22,estimate,0.92,0.84,0.98,0.9,0.95
New Mexico,2020-07-23,estimate,0.91,0.83,0.97,0.88,0.93
New Mexico,2020-07-24,estimate,0.9,0.82,0.96,0.87,0.93
New Mexico,2020-07-25,estimate,0.89,0.82,0.96,0.87,0.93
New Mexico,2020-07-26,estimate,0.88,0.81,0.95,0.86,0.92
New Mexico,2020-07-27,estimate,0.88,0.81,0.95,0.86,0.92
New Mexico,2020-07-28,estimate,0.87,0.8,0.94,0.85,0.91
New Mexico,2020-07-29,estimate,0.87,0.79,0.93,0.85,0.91
New Mexico,2020-07-30,estimate,0.86,0.79,0.94,0.85,0.9
New Mexico,2020-07-31,estimate,0.86,0.79,0.94,0.84,0.9
New Mexico,2020-08-01,estimate,0.86,0.8,0.94,0.83,0.89
New Mexico,2020-08-02,estimate,0.86,0.79,0.94,0.84,0.89
New Mexico,2020-08-03,estimate,0.87,0.8,0.94,0.84,0.89
New Mexico,2020-08-04,estimate,0.87,0.8,0.94,0.84,0.89
New Mexico,2020-08-05,estimate,0.87,0.81,0.94,0.85,0.9
