state,date,type,median,lower_90,upper_90,lower_50,upper_50
Louisiana,2020-08-17,estimate based on partial data,0.84,0.58,1.08,0.75,0.93
Louisiana,2020-08-18,estimate based on partial data,0.84,0.57,1.1,0.75,0.94
Louisiana,2020-08-19,estimate based on partial data,0.84,0.55,1.1,0.76,0.96
Louisiana,2020-08-20,estimate based on partial data,0.84,0.56,1.13,0.74,0.95
Louisiana,2020-08-21,estimate based on partial data,0.84,0.57,1.18,0.72,0.94
Louisiana,2020-08-22,estimate based on partial data,0.84,0.54,1.17,0.71,0.94
Louisiana,2020-08-23,estimate based on partial data,0.84,0.55,1.21,0.69,0.92
Louisiana,2020-08-24,estimate based on partial data,0.85,0.54,1.22,0.68,0.93
Louisiana,2020-08-25,estimate based on partial data,0.85,0.51,1.22,0.67,0.93
Louisiana,2020-08-26,estimate based on partial data,0.84,0.47,1.21,0.66,0.92
Louisiana,2020-08-27,estimate based on partial data,0.85,0.46,1.22,0.7,0.97
Louisiana,2020-08-28,estimate based on partial data,0.84,0.45,1.24,0.72,1
Louisiana,2020-08-29,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-08-30,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-08-31,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-01,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-02,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-03,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-04,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-05,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-06,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-07,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-08,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-09,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-10,forecast,0.84,0.45,1.24,0.72,1
Louisiana,2020-09-11,forecast,0.84,0.45,1.24,0.72,1
Maine,2020-06-19,estimate,1.01,0.92,1.1,0.98,1.05
Maine,2020-06-20,estimate,0.99,0.89,1.08,0.96,1.03
Maine,2020-06-21,estimate,0.98,0.87,1.06,0.95,1.02
Maine,2020-06-22,estimate,0.96,0.86,1.05,0.94,1.01
Maine,2020-06-23,estimate,0.95,0.85,1.04,0.92,1
Maine,2020-06-24,estimate,0.94,0.84,1.03,0.91,0.98
Maine,2020-06-25,estimate,0.92,0.82,1.01,0.9,0.98
Maine,2020-06-26,estimate,0.92,0.81,1,0.88,0.96
Maine,2020-06-27,estimate,0.91,0.81,1,0.88,0.96
Maine,2020-06-28,estimate,0.9,0.8,0.99,0.86,0.94
Maine,2020-06-29,estimate,0.89,0.8,0.99,0.86,0.94
Maine,2020-06-30,estimate,0.89,0.8,0.98,0.85,0.93
Maine,2020-07-01,estimate,0.89,0.8,0.98,0.86,0.93
Maine,2020-07-02,estimate,0.89,0.8,0.98,0.87,0.94
Maine,2020-07-03,estimate,0.89,0.8,0.98,0.86,0.93
Maine,2020-07-04,estimate,0.89,0.81,0.99,0.86,0.93
Maine,2020-07-05,estimate,0.9,0.81,0.99,0.86,0.93
Maine,2020-07-06,estimate,0.9,0.82,0.99,0.87,0.94
Maine,2020-07-07,estimate,0.91,0.82,0.99,0.87,0.93
Maine,2020-07-08,estimate,0.91,0.82,1,0.87,0.94
Maine,2020-07-09,estimate,0.92,0.83,1.01,0.88,0.95
Maine,2020-07-10,estimate,0.92,0.83,1.01,0.88,0.95
Maine,2020-07-11,estimate,0.93,0.83,1.02,0.89,0.96
Maine,2020-07-12,estimate,0.93,0.84,1.03,0.89,0.96
Maine,2020-07-13,estimate,0.94,0.85,1.04,0.91,0.98
Maine,2020-07-14,estimate,0.94,0.85,1.05,0.91,0.98
Maine,2020-07-15,estimate,0.95,0.86,1.06,0.91,0.98
Maine,2020-07-16,estimate,0.95,0.85,1.05,0.9,0.97
Maine,2020-07-17,estimate,0.95,0.85,1.05,0.91,0.98
Maine,2020-07-18,estimate,0.96,0.86,1.05,0.92,0.98
Maine,2020-07-19,estimate,0.96,0.87,1.05,0.93,1
Maine,2020-07-20,estimate,0.96,0.86,1.05,0.93,1
Maine,2020-07-21,estimate,0.96,0.86,1.05,0.93,1
Maine,2020-07-22,estimate,0.96,0.86,1.05,0.93,1
Maine,2020-07-23,estimate,0.96,0.87,1.05,0.92,1
Maine,2020-07-24,estimate,0.97,0.87,1.06,0.93,1
Maine,2020-07-25,estimate,0.97,0.87,1.06,0.94,1.01
Maine,2020-07-26,estimate,0.97,0.87,1.07,0.93,1.01
Maine,2020-07-27,estimate,0.98,0.87,1.07,0.95,1.02
Maine,2020-07-28,estimate,0.98,0.88,1.08,0.95,1.02
Maine,2020-07-29,estimate,0.99,0.88,1.09,0.96,1.03
Maine,2020-07-30,estimate,1,0.89,1.09,0.96,1.03
Maine,2020-07-31,estimate,1,0.9,1.1,0.97,1.04
Maine,2020-08-01,estimate,1.01,0.92,1.11,0.98,1.05
Maine,2020-08-02,estimate,1.02,0.93,1.11,0.99,1.06
Maine,2020-08-03,estimate,1.03,0.94,1.13,0.99,1.06
Maine,2020-08-04,estimate,1.04,0.94,1.13,1,1.07
Maine,2020-08-05,estimate,1.05,0.96,1.16,1.01,1.08
Maine,2020-08-06,estimate,1.06,0.96,1.16,1.01,1.09
Maine,2020-08-07,estimate,1.07,0.97,1.18,1.02,1.1
Maine,2020-08-08,estimate,1.08,0.97,1.19,1.03,1.12
Maine,2020-08-09,estimate,1.08,0.98,1.21,1.04,1.13
Maine,2020-08-10,estimate,1.09,0.98,1.21,1.04,1.13
Maine,2020-08-11,estimate,1.09,0.98,1.22,1.03,1.13
Maine,2020-08-12,estimate,1.09,0.98,1.22,1.05,1.15
Maine,2020-08-13,estimate,1.09,0.97,1.22,1.04,1.14
Maine,2020-08-14,estimate,1.09,0.97,1.22,1.03,1.13
Maine,2020-08-15,estimate,1.09,0.96,1.22,1.03,1.14
Maine,2020-08-16,estimate based on partial data,1.09,0.96,1.22,1.02,1.13
Maine,2020-08-17,estimate based on partial data,1.08,0.95,1.23,1.02,1.13
Maine,2020-08-18,estimate based on partial data,1.07,0.94,1.24,1.02,1.14
Maine,2020-08-19,estimate based on partial data,1.07,0.91,1.24,1.01,1.13
Maine,2020-08-20,estimate based on partial data,1.06,0.9,1.26,0.98,1.12
Maine,2020-08-21,estimate based on partial data,1.06,0.87,1.27,0.99,1.14
Maine,2020-08-22,estimate based on partial data,1.05,0.82,1.26,0.97,1.13
Maine,2020-08-23,estimate based on partial data,1.04,0.82,1.3,0.96,1.13
Maine,2020-08-24,estimate based on partial data,1.04,0.79,1.3,0.95,1.13
Maine,2020-08-25,estimate based on partial data,1.04,0.76,1.31,0.96,1.15
Maine,2020-08-26,estimate based on partial data,1.03,0.74,1.32,0.95,1.15
Maine,2020-08-27,estimate based on partial data,1.03,0.71,1.33,0.92,1.13
Maine,2020-08-28,estimate based on partial data,1.03,0.69,1.34,0.91,1.13
Maine,2020-08-29,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-08-30,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-08-31,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-01,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-02,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-03,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-04,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-05,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-06,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-07,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-08,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-09,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-10,forecast,1.03,0.69,1.34,0.91,1.13
Maine,2020-09-11,forecast,1.03,0.69,1.34,0.91,1.13
Maryland,2020-06-19,estimate,0.94,0.83,1.04,0.92,1.01
Maryland,2020-06-20,estimate,0.95,0.84,1.05,0.92,1.01
Maryland,2020-06-21,estimate,0.96,0.86,1.06,0.94,1.02
Maryland,2020-06-22,estimate,0.97,0.88,1.07,0.94,1.02
Maryland,2020-06-23,estimate,0.99,0.9,1.08,0.96,1.03
Maryland,2020-06-24,estimate,1,0.92,1.09,0.97,1.04
Maryland,2020-06-25,estimate,1.02,0.94,1.1,1,1.06
Maryland,2020-06-26,estimate,1.04,0.96,1.11,1.01,1.08
Maryland,2020-06-27,estimate,1.06,0.98,1.15,1.03,1.09
Maryland,2020-06-28,estimate,1.08,1,1.17,1.05,1.11
Maryland,2020-06-29,estimate,1.1,1.02,1.2,1.06,1.13
Maryland,2020-06-30,estimate,1.12,1.03,1.22,1.08,1.15
Maryland,2020-07-01,estimate,1.14,1.05,1.25,1.09,1.17
Maryland,2020-07-02,estimate,1.15,1.06,1.26,1.11,1.19
Maryland,2020-07-03,estimate,1.17,1.07,1.28,1.1,1.19
Maryland,2020-07-04,estimate,1.18,1.08,1.29,1.13,1.21
Maryland,2020-07-05,estimate,1.19,1.1,1.3,1.13,1.22
Maryland,2020-07-06,estimate,1.2,1.09,1.3,1.15,1.23
Maryland,2020-07-07,estimate,1.2,1.1,1.3,1.15,1.23
Maryland,2020-07-08,estimate,1.19,1.1,1.3,1.14,1.22
Maryland,2020-07-09,estimate,1.19,1.1,1.29,1.14,1.21
Maryland,2020-07-10,estimate,1.18,1.09,1.27,1.14,1.21
Maryland,2020-07-11,estimate,1.17,1.08,1.26,1.13,1.2
Maryland,2020-07-12,estimate,1.16,1.07,1.25,1.12,1.19
Maryland,2020-07-13,estimate,1.15,1.06,1.24,1.1,1.17
Maryland,2020-07-14,estimate,1.13,1.05,1.22,1.09,1.16
Maryland,2020-07-15,estimate,1.12,1.04,1.21,1.08,1.15
Maryland,2020-07-16,estimate,1.1,1.03,1.19,1.07,1.13
Maryland,2020-07-17,estimate,1.09,1,1.17,1.06,1.12
Maryland,2020-07-18,estimate,1.07,0.99,1.15,1.05,1.11
Maryland,2020-07-19,estimate,1.06,0.97,1.13,1.03,1.09
Maryland,2020-07-20,estimate,1.04,0.97,1.12,1.01,1.07
Maryland,2020-07-21,estimate,1.03,0.94,1.1,1,1.06
Maryland,2020-07-22,estimate,1.01,0.94,1.09,0.99,1.05
Maryland,2020-07-23,estimate,1,0.93,1.08,0.97,1.03
Maryland,2020-07-24,estimate,0.99,0.92,1.07,0.96,1.02
Maryland,2020-07-25,estimate,0.98,0.91,1.06,0.95,1.01
Maryland,2020-07-26,estimate,0.97,0.89,1.04,0.93,0.99
Maryland,2020-07-27,estimate,0.96,0.87,1.03,0.93,0.99
Maryland,2020-07-28,estimate,0.95,0.86,1.01,0.91,0.98
Maryland,2020-07-29,estimate,0.94,0.86,1.01,0.91,0.97
Maryland,2020-07-30,estimate,0.93,0.85,1,0.9,0.96
Maryland,2020-07-31,estimate,0.92,0.85,1,0.89,0.95
Maryland,2020-08-01,estimate,0.92,0.83,0.99,0.88,0.95
Maryland,2020-08-02,estimate,0.91,0.83,0.98,0.88,0.94
Maryland,2020-08-03,estimate,0.9,0.83,0.98,0.87,0.93
Maryland,2020-08-04,estimate,0.9,0.82,0.97,0.87,0.93
Maryland,2020-08-05,estimate,0.9,0.82,0.98,0.87,0.93
Maryland,2020-08-06,estimate,0.89,0.81,0.97,0.86,0.93
Maryland,2020-08-07,estimate,0.89,0.81,0.97,0.86,0.92
Maryland,2020-08-08,estimate,0.89,0.81,0.97,0.86,0.92
Maryland,2020-08-09,estimate,0.89,0.81,0.97,0.86,0.92
Maryland,2020-08-10,estimate,0.89,0.82,0.98,0.87,0.93
Maryland,2020-08-11,estimate,0.9,0.82,0.98,0.87,0.93
Maryland,2020-08-12,estimate,0.9,0.82,0.98,0.87,0.93
Maryland,2020-08-13,estimate,0.9,0.81,0.99,0.86,0.93
Maryland,2020-08-14,estimate,0.9,0.81,0.99,0.87,0.94
Maryland,2020-08-15,estimate,0.91,0.82,1.01,0.87,0.94
Maryland,2020-08-16,estimate based on partial data,0.91,0.8,1.01,0.87,0.94
Maryland,2020-08-17,estimate based on partial data,0.92,0.79,1.02,0.86,0.95
Maryland,2020-08-18,estimate based on partial data,0.92,0.8,1.05,0.86,0.95
Maryland,2020-08-19,estimate based on partial data,0.92,0.79,1.07,0.85,0.96
Maryland,2020-08-20,estimate based on partial data,0.93,0.78,1.09,0.86,0.98
Maryland,2020-08-21,estimate based on partial data,0.93,0.77,1.1,0.86,0.99
Maryland,2020-08-22,estimate based on partial data,0.93,0.76,1.13,0.85,0.99
Maryland,2020-08-23,estimate based on partial data,0.93,0.73,1.14,0.86,1.01
Maryland,2020-08-24,estimate based on partial data,0.94,0.71,1.16,0.84,1.01
Maryland,2020-08-25,estimate based on partial data,0.94,0.7,1.2,0.82,0.99
Maryland,2020-08-26,estimate based on partial data,0.94,0.69,1.23,0.82,1.01
Maryland,2020-08-27,estimate based on partial data,0.94,0.65,1.23,0.8,1
Maryland,2020-08-28,estimate based on partial data,0.93,0.63,1.26,0.81,1.01
Maryland,2020-08-29,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-08-30,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-08-31,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-01,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-02,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-03,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-04,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-05,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-06,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-07,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-08,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-09,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-10,forecast,0.93,0.63,1.26,0.81,1.01
Maryland,2020-09-11,forecast,0.93,0.63,1.26,0.81,1.01
Massachusetts,2020-06-19,estimate,1.02,0.94,1.05,1.01,1.04
Massachusetts,2020-06-20,estimate,1.02,0.95,1.06,1.01,1.04
Massachusetts,2020-06-21,estimate,1.02,0.95,1.06,1.01,1.04
Massachusetts,2020-06-22,estimate,1.02,0.95,1.06,1.01,1.04
Massachusetts,2020-06-23,estimate,1.02,0.96,1.06,1.01,1.04
Massachusetts,2020-06-24,estimate,1.02,0.96,1.07,1.01,1.04
Massachusetts,2020-06-25,estimate,1.02,0.96,1.07,1.01,1.04
Massachusetts,2020-06-26,estimate,1.03,0.96,1.07,1.02,1.04
Massachusetts,2020-06-27,estimate,1.03,0.97,1.08,1.02,1.04
Massachusetts,2020-06-28,estimate,1.03,0.96,1.07,1.02,1.04
Massachusetts,2020-06-29,estimate,1.03,0.98,1.09,1.02,1.04
Massachusetts,2020-06-30,estimate,1.03,0.98,1.09,1.02,1.04
Massachusetts,2020-07-01,estimate,1.03,0.99,1.1,1.02,1.05
Massachusetts,2020-07-02,estimate,1.03,0.99,1.1,1.02,1.05
Massachusetts,2020-07-03,estimate,1.04,0.99,1.11,1.02,1.05
Massachusetts,2020-07-04,estimate,1.04,0.99,1.11,1.02,1.05
Massachusetts,2020-07-05,estimate,1.04,1,1.11,1.02,1.05
Massachusetts,2020-07-06,estimate,1.04,1,1.11,1.02,1.05
Massachusetts,2020-07-07,estimate,1.04,1.01,1.12,1.02,1.05
Massachusetts,2020-07-08,estimate,1.04,1.01,1.12,1.02,1.05
Massachusetts,2020-07-09,estimate,1.04,1.01,1.12,1.02,1.05
Massachusetts,2020-07-10,estimate,1.05,1.01,1.12,1.02,1.05
Massachusetts,2020-07-11,estimate,1.05,1.01,1.13,1.02,1.05
Massachusetts,2020-07-12,estimate,1.05,1.01,1.13,1.02,1.05
Massachusetts,2020-07-13,estimate,1.05,1.01,1.13,1.02,1.05
Massachusetts,2020-07-14,estimate,1.05,1.01,1.13,1.02,1.06
Massachusetts,2020-07-15,estimate,1.05,1.01,1.13,1.02,1.05
Massachusetts,2020-07-16,estimate,1.05,1.01,1.13,1.02,1.05
Massachusetts,2020-07-17,estimate,1.04,1.01,1.13,1.02,1.05
Massachusetts,2020-07-18,estimate,1.04,1.01,1.12,1.02,1.05
Massachusetts,2020-07-19,estimate,1.04,1,1.12,1.02,1.05
Massachusetts,2020-07-20,estimate,1.04,1,1.12,1.02,1.05
Massachusetts,2020-07-21,estimate,1.04,1,1.12,1.02,1.05
Massachusetts,2020-07-22,estimate,1.04,1,1.11,1.02,1.05
Massachusetts,2020-07-23,estimate,1.04,1,1.11,1.02,1.05
Massachusetts,2020-07-24,estimate,1.04,0.99,1.1,1.02,1.05
Massachusetts,2020-07-25,estimate,1.03,0.98,1.09,1.02,1.05
Massachusetts,2020-07-26,estimate,1.03,0.99,1.09,1.02,1.05
Massachusetts,2020-07-27,estimate,1.03,0.99,1.09,1.02,1.05
Massachusetts,2020-07-28,estimate,1.03,0.98,1.09,1.02,1.05
Massachusetts,2020-07-29,estimate,1.03,0.98,1.08,1.01,1.04
Massachusetts,2020-07-30,estimate,1.03,0.97,1.08,1.02,1.05
Massachusetts,2020-07-31,estimate,1.03,0.96,1.07,1.01,1.04
Massachusetts,2020-08-01,estimate,1.02,0.96,1.07,1.01,1.04
Massachusetts,2020-08-02,estimate,1.02,0.96,1.07,1.01,1.04
Massachusetts,2020-08-03,estimate,1.02,0.96,1.07,1.01,1.04
Massachusetts,2020-08-04,estimate,1.02,0.95,1.07,1.01,1.04
Massachusetts,2020-08-05,estimate,1.02,0.95,1.07,1.01,1.04
Massachusetts,2020-08-06,estimate,1.02,0.94,1.07,1.01,1.05
Massachusetts,2020-08-07,estimate,1.02,0.95,1.07,1.01,1.05
Massachusetts,2020-08-08,estimate,1.02,0.94,1.07,1,1.04
Massachusetts,2020-08-09,estimate,1.02,0.93,1.06,1.01,1.05
Massachusetts,2020-08-10,estimate,1.02,0.94,1.07,1.01,1.05
Massachusetts,2020-08-11,estimate,1.02,0.93,1.07,1,1.05
Massachusetts,2020-08-12,estimate,1.02,0.93,1.07,1,1.04
Massachusetts,2020-08-13,estimate,1.02,0.93,1.07,1,1.04
Massachusetts,2020-08-14,estimate,1.02,0.92,1.07,1,1.05
Massachusetts,2020-08-15,estimate,1.02,0.92,1.08,1,1.05
Massachusetts,2020-08-16,estimate based on partial data,1.02,0.92,1.08,1,1.05
Massachusetts,2020-08-17,estimate based on partial data,1.02,0.92,1.08,1,1.05
Massachusetts,2020-08-18,estimate based on partial data,1.02,0.92,1.1,1,1.05
Massachusetts,2020-08-19,estimate based on partial data,1.02,0.92,1.11,1,1.05
Massachusetts,2020-08-20,estimate based on partial data,1.02,0.9,1.1,1,1.05
Massachusetts,2020-08-21,estimate based on partial data,1.02,0.9,1.1,0.99,1.05
Massachusetts,2020-08-22,estimate based on partial data,1.02,0.89,1.11,0.99,1.05
Massachusetts,2020-08-23,estimate based on partial data,1.02,0.89,1.12,0.99,1.05
Massachusetts,2020-08-24,estimate based on partial data,1.02,0.87,1.12,0.99,1.06
Massachusetts,2020-08-25,estimate based on partial data,1.02,0.89,1.15,0.99,1.06
Massachusetts,2020-08-26,estimate based on partial data,1.02,0.88,1.15,0.99,1.05
Massachusetts,2020-08-27,estimate based on partial data,1.02,0.88,1.16,0.99,1.05
Massachusetts,2020-08-28,estimate based on partial data,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-08-29,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-08-30,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-08-31,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-01,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-02,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-03,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-04,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-05,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-06,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-07,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-08,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-09,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-10,forecast,1.02,0.86,1.15,0.99,1.06
Massachusetts,2020-09-11,forecast,1.02,0.86,1.15,0.99,1.06
Michigan,2020-06-19,estimate,1.13,1.07,1.21,1.11,1.15
Michigan,2020-06-20,estimate,1.13,1.07,1.21,1.1,1.15
Michigan,2020-06-21,estimate,1.13,1.06,1.21,1.1,1.15
Michigan,2020-06-22,estimate,1.13,1.07,1.22,1.1,1.15
Michigan,2020-06-23,estimate,1.13,1.08,1.23,1.1,1.15
Michigan,2020-06-24,estimate,1.13,1.07,1.23,1.1,1.15
Michigan,2020-06-25,estimate,1.13,1.07,1.22,1.1,1.15
Michigan,2020-06-26,estimate,1.13,1.07,1.22,1.1,1.15
Michigan,2020-06-27,estimate,1.13,1.07,1.22,1.09,1.14
Michigan,2020-06-28,estimate,1.13,1.07,1.22,1.09,1.15
Michigan,2020-06-29,estimate,1.13,1.06,1.22,1.09,1.15
Michigan,2020-06-30,estimate,1.12,1.06,1.22,1.09,1.15
Michigan,2020-07-01,estimate,1.12,1.05,1.21,1.09,1.14
Michigan,2020-07-02,estimate,1.12,1.05,1.21,1.08,1.14
Michigan,2020-07-03,estimate,1.11,1.05,1.2,1.08,1.13
Michigan,2020-07-04,estimate,1.11,1.04,1.19,1.07,1.13
Michigan,2020-07-05,estimate,1.1,1.04,1.19,1.07,1.12
Michigan,2020-07-06,estimate,1.1,1.03,1.17,1.07,1.12
Michigan,2020-07-07,estimate,1.1,1.03,1.17,1.07,1.12
Michigan,2020-07-08,estimate,1.09,1.02,1.16,1.06,1.11
Michigan,2020-07-09,estimate,1.09,1.02,1.16,1.06,1.11
Michigan,2020-07-10,estimate,1.08,1.01,1.15,1.05,1.1
Michigan,2020-07-11,estimate,1.08,1.01,1.15,1.05,1.1
Michigan,2020-07-12,estimate,1.07,1,1.14,1.05,1.09
Michigan,2020-07-13,estimate,1.07,1,1.14,1.04,1.09
Michigan,2020-07-14,estimate,1.06,0.99,1.13,1.04,1.09
Michigan,2020-07-15,estimate,1.06,0.99,1.13,1.04,1.09
Michigan,2020-07-16,estimate,1.05,0.99,1.12,1.03,1.08
Michigan,2020-07-17,estimate,1.05,0.98,1.12,1.03,1.08
Michigan,2020-07-18,estimate,1.05,0.98,1.11,1.02,1.08
Michigan,2020-07-19,estimate,1.04,0.96,1.1,1.02,1.07
Michigan,2020-07-20,estimate,1.04,0.96,1.1,1.02,1.07
Michigan,2020-07-21,estimate,1.03,0.96,1.1,1.01,1.07
Michigan,2020-07-22,estimate,1.03,0.96,1.1,1.01,1.06
Michigan,2020-07-23,estimate,1.03,0.95,1.09,1.01,1.06
Michigan,2020-07-24,estimate,1.03,0.95,1.09,1.01,1.06
Michigan,2020-07-25,estimate,1.02,0.95,1.09,1,1.06
Michigan,2020-07-26,estimate,1.02,0.94,1.08,1,1.05
Michigan,2020-07-27,estimate,1.02,0.94,1.08,0.99,1.05
Michigan,2020-07-28,estimate,1.02,0.95,1.09,1,1.06
Michigan,2020-07-29,estimate,1.02,0.94,1.08,1,1.05
Michigan,2020-07-30,estimate,1.01,0.94,1.08,0.99,1.05
Michigan,2020-07-31,estimate,1.01,0.94,1.08,0.99,1.04
Michigan,2020-08-01,estimate,1.01,0.94,1.08,0.99,1.04
Michigan,2020-08-02,estimate,1.01,0.94,1.08,0.99,1.04
Michigan,2020-08-03,estimate,1.01,0.94,1.08,0.99,1.04
Michigan,2020-08-04,estimate,1.01,0.94,1.08,0.98,1.04
Michigan,2020-08-05,estimate,1.01,0.94,1.07,0.98,1.04
Michigan,2020-08-06,estimate,1.01,0.94,1.08,0.98,1.04
Michigan,2020-08-07,estimate,1.01,0.94,1.09,0.98,1.04
Michigan,2020-08-08,estimate,1.01,0.94,1.08,0.98,1.04
Michigan,2020-08-09,estimate,1.01,0.94,1.09,0.98,1.04
Michigan,2020-08-10,estimate,1.01,0.93,1.09,0.99,1.05
Michigan,2020-08-11,estimate,1.01,0.93,1.09,0.98,1.05
Michigan,2020-08-12,estimate,1.01,0.93,1.09,0.99,1.05
Michigan,2020-08-13,estimate,1.02,0.93,1.1,0.99,1.05
Michigan,2020-08-14,estimate,1.02,0.92,1.1,0.97,1.04
Michigan,2020-08-15,estimate,1.02,0.92,1.11,0.97,1.04
Michigan,2020-08-16,estimate based on partial data,1.02,0.92,1.11,0.97,1.05
Michigan,2020-08-17,estimate based on partial data,1.02,0.91,1.11,0.97,1.05
Michigan,2020-08-18,estimate based on partial data,1.02,0.91,1.12,0.97,1.05
Michigan,2020-08-19,estimate based on partial data,1.02,0.91,1.13,0.98,1.06
Michigan,2020-08-20,estimate based on partial data,1.02,0.9,1.14,0.96,1.05
Michigan,2020-08-21,estimate based on partial data,1.02,0.9,1.16,0.97,1.06
Michigan,2020-08-22,estimate based on partial data,1.02,0.89,1.16,0.97,1.07
Michigan,2020-08-23,estimate based on partial data,1.02,0.87,1.15,0.97,1.07
Michigan,2020-08-24,estimate based on partial data,1.02,0.87,1.17,0.96,1.07
Michigan,2020-08-25,estimate based on partial data,1.02,0.86,1.18,0.96,1.07
Michigan,2020-08-26,estimate based on partial data,1.02,0.86,1.2,0.96,1.07
Michigan,2020-08-27,estimate based on partial data,1.02,0.85,1.21,0.94,1.06
Michigan,2020-08-28,estimate based on partial data,1.02,0.81,1.18,0.94,1.06
Michigan,2020-08-29,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-08-30,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-08-31,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-01,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-02,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-03,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-04,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-05,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-06,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-07,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-08,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-09,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-10,forecast,1.02,0.81,1.18,0.94,1.06
Michigan,2020-09-11,forecast,1.02,0.81,1.18,0.94,1.06
Minnesota,2020-06-19,estimate,1.09,1.03,1.14,1.07,1.1
Minnesota,2020-06-20,estimate,1.08,1.03,1.13,1.07,1.1
Minnesota,2020-06-21,estimate,1.08,1.02,1.13,1.07,1.1
Minnesota,2020-06-22,estimate,1.08,1.02,1.13,1.07,1.1
Minnesota,2020-06-23,estimate,1.08,1.02,1.13,1.07,1.1
Minnesota,2020-06-24,estimate,1.08,1.02,1.13,1.06,1.1
Minnesota,2020-06-25,estimate,1.08,1.02,1.13,1.07,1.1
Minnesota,2020-06-26,estimate,1.08,1.02,1.13,1.06,1.1
Minnesota,2020-06-27,estimate,1.08,1.02,1.13,1.06,1.09
Minnesota,2020-06-28,estimate,1.08,1.02,1.13,1.06,1.1
Minnesota,2020-06-29,estimate,1.07,1.02,1.13,1.05,1.09
Minnesota,2020-06-30,estimate,1.07,1.02,1.13,1.06,1.09
Minnesota,2020-07-01,estimate,1.07,1.02,1.13,1.05,1.09
